Name;Größe;Vorname;Nachname;Downloads;Datum;Pfad
p001-solution.png;48691;Axel;Schaffland;60;"02.11.2021 11:34";p001-solution.png
p001.png;50702;Axel;Schaffland;63;"02.11.2021 11:34";p001.png
p002-solution.png;48751;Axel;Schaffland;55;"02.11.2021 11:34";p002-solution.png
p002.png;53945;Axel;Schaffland;54;"02.11.2021 11:34";p002.png
p003-solution.png;57119;Axel;Schaffland;56;"02.11.2021 11:34";p003-solution.png
p003.png;61816;Axel;Schaffland;58;"02.11.2021 11:34";p003.png
sheet01.ipynb;22708;Axel;Schaffland;62;"02.11.2021 11:34";sheet01.ipynb
